0 0 0.0 0.0 0 
0 0 0.0 0.0 0 
0 0 0.0 0.0 0 
0 0 0.0 0.0 0 
1 4 14.0 0.0 0 
1 4 14.0 0.0 0 
1 4 14.0 0.0 0 
1 4 13.5 0.0 0 
1 4 13.0 0.0 0 
2 4 13.0 0.0 0 
2 4 13.0 0.0 0 
2 4 13.0 0.0 0 
2 4 13.0 0.0 0 
2 4 12.25 0.0 0 
3 4 12.75 0.0 0 
3 4 12.75 0.0 0 
3 4 12.75 0.0 0 
3 4 12.75 0.0 0 
3 4 11.75 0.0 0 
4 4 11.75 0.0 0 
4 4 11.75 0.0 0 
4 4 11.75 0.0 0 
4 4 11.25 0.0 0 
4 4 11.25 0.0 0 
5 4 10.75 0.0 0 
5 4 10.75 0.0 0 
5 4 10.75 0.0 0 
5 4 10.75 0.0 0 
5 4 9.75 0.0 0 
6 4 11.25 0.0 0 
6 4 11.25 0.0 0 
6 4 11.25 0.0 0 
6 4 11.25 0.0 0 
6 4 11.25 0.0 0 
7 4 10.25 0.0 0 
7 4 10.25 0.0 0 
7 4 10.25 0.0 0 
7 4 10.25 0.0 0 
7 4 10.25 0.0 0 
8 4 9.25 0.0 0 
8 4 9.25 0.0 0 
